;killbyhum(@±»ÈËÉ±ËÀ) killbymon(@±»¹ÖÉ±ËÀ) @ShaguaiTrigger LevelUp(@UpgradeTrigger)

[0	Cen] CANRIDE WEATHER(1)
CG002	18,27 ->	CG003	29,153
CG012	18,27 ->	CG013	29,153
CG022	18,27 ->	CG023	29,153
CG032	18,27 ->	CG033	29,153
CG042	18,27 ->	CG043	29,153
CG052	18,27 ->	CG053	29,153
CG062	18,27 ->	CG063	29,153
CG072	18,27 ->	CG073	29,153
CG082	18,27 ->	CG083	29,153
CG092	18,27 ->	CG093	29,153
			
CG112	18,27 ->	CG113	29,153
CG122	18,27 ->	CG123	29,153
CG132	18,27 ->	CG133	29,153
CG142	18,27 ->	CG143	29,153
CG152	18,27 ->	CG153	29,153
CG162	18,27 ->	CG163	29,153
CG172	18,27 ->	CG173	29,153
CG182	18,27 ->	CG183	29,153
CG192	18,27 ->	CG193	29,153
CG202	18,27 ->	CG203	29,153

AS004 146,27 -> AS001 132,22
AS004 146,28 -> AS001 133,23
AS004 146,29 -> AS001 133,24

AS001 131,23 -> AS004 144,27
AS001 131,24 -> AS004 144,28
AS001 131,25 -> AS004 144,29

AS004 22,181 -> AS003 115,133
AS004 22,182 -> AS003 115,133
AS004 22,183 -> AS003 115,133

AS003 113,134 -> AS004 20,181

AS004 206,269 -> AS002 123,26
AS004 206,270 -> AS002 123,26
AS004 206,271 -> AS002 123,26

AS002 121,28 -> AS004 208,270


;S017 51,33 -> ST001 42,35

AS001 23,120 -> TT003 281,295
AS002 30,118 -> J001 229,228
AS003 35,58 -> 0 425,178

DV023 33,28 -> DV026 7,13
DV023 33,29 -> DV026 7,13
DV023 34,28 -> DV026 7,13

DV024 33,28 -> DV027 7,13
DV024 33,29 -> DV027 7,13
DV024 34,28 -> DV027 7,13

DV025 33,28 -> DV028 7,13
DV025 33,29 -> DV028 7,13
DV025 34,28 -> DV028 7,13

;É³³Ç½±ÀøµØÍ¼
DX001	84,202	->	DX001	168,82
DX001	168,82	->	DX001	194,106
DX001	194,106	->	DX001	58,176
DX001	58,176	->	DX001	84,202

;Ì«¼«1
NL020	110,111	->	NL009	243,125
NL020	110,112	->	NL009	243,125

NL020	110,124	->	NL009	243,125
NL020	110,125	->	NL009	243,125

NL020	123,124	->	NL009	243,125
NL020	123,125	->	NL009	243,125

NL020	123,111	->	NL020	91,77
NL020	123,112	->	NL020	91,77
NL020	89,79	->	NL020	121,114
NL020	89,80	->	NL020	121,114

NL020	78,90	->	NL021	124,78
NL020	78,91	->	NL021	124,78
NL021	126,75	->	NL020	76,93
NL021	126,76	->	NL020	76,93

;Ì«¼«2
NL021	113,88	->	NL009	243,125
NL021	114,88	->	NL009	243,125

NL021	126,88	->	NL020	112,114
NL021	126,89	->	NL020	112,114

NL021	113,75	->	NL021	77,103
NL021	113,76	->	NL021	77,103
NL021	79,105	->	NL021	115,78
NL021	79,106	->	NL021	115,78

NL021	90,116	->	NL022	89,85
NL021	90,117	->	NL022	89,85
NL022	91,87	->	NL021	92,119
NL022	91,88	->	NL021	92,119

;Ì«¼«3
NL022	78,74	->	NL009	243,125
NL022	78,75	->	NL009	243,125

NL022	91,74	->	NL021	115,86
NL022	91,75	->	NL021	115,86

NL022	78,87	->	NL022	102,124
NL022	79,87	->	NL022	102,124
NL022	104,121	->	NL022	80,85
NL022	104,122	->	NL022	80,85

NL022	115,110	->	NL023	86,112
NL022	115,111	->	NL023	86,112
NL023	88,109	->	NL022	117,108
NL023	88,110	->	NL022	117,108

;Ì«¼«4
NL023	75,109	->	NL022	80,77
NL023	75,110	->	NL022	80,77

NL023	75,122	->	NL020	112,122
NL023	76,122	->	NL020	112,122

NL023	88,122	->	NL023	118,98
NL023	88,123	->	NL023	118,98
NL023	116,95	->	NL023	86,120
NL023	116,96	->	NL023	86,120

NL023	105,84	->	NL024	117,117
NL023	105,85	->	NL024	117,117

;Ì«¼«5
NL024	110,111	->	NL009	243,125
NL024	110,112	->	NL009	243,125

NL024	110,124	->	NL009	243,125
NL024	110,125	->	NL009	243,125

NL024	123,124	->	NL009	243,125
NL024	123,125	->	NL009	243,125

NL024	123,111	->	NL024	91,77
NL024	123,112	->	NL024	91,77
NL024	89,79	->	NL024	121,114
NL024	89,80	->	NL024	121,114

NL024	78,90	->	NL025	115,86
NL024	78,91	->	NL025	115,86
NL025	113,88	->	NL024	76,93
NL025	114,88	->	NL024	76,93

;Ì«¼«6
NL025	126,75	->	NL009	243,125
NL025	126,76	->	NL009	243,125

NL025	113,75	->	NL024	112,114
NL025	113,76	->	NL024	112,114

NL025	126,88	->	NL025	92,119
NL025	126,89	->	NL025	92,119
NL025	90,116 ->	NL025	125,88
NL025	90,117 ->	NL025	125,88

NL025	79,105	->	NL026	79,76
NL025	79,106	->	NL026	79,76
NL026	78,74	->	NL025	77,103
NL026	78,75	->	NL025	77,103

;Ì«¼«7
NL026	90,88	->	NL009	243,125
NL026	91,88	->	NL009	243,125

NL026	91,74	->	NL025	115,86
NL026	91,75	->	NL025	115,86

NL026	78,87	->	NL026	102,124
NL026	79,87	->	NL026	102,124
NL026	104,121	->	NL026	80,85
NL026	104,122	->	NL026	80,85

NL026	115,110	->	NL027	86,112
NL026	115,111	->	NL027	86,112
NL027	88,109	->	NL026	117,108
NL027	88,110	->	NL026	117,108

;Ì«¼«8
NL027	88,122	->	NL026	80,77
NL027	88,123	->	NL026	80,77

NL027	75,122	->	NL024	112,122
NL027	76,122	->	NL024	112,122

NL027	75,109	->	NL027	104,83
NL027	75,110	->	NL027	104,83
NL027	105,84	->	NL027	76,111
NL027	105,85	->	NL027	76,111

NL027	116,95	->	AS001	33,120
NL027	116,96	->	AS001	33,120


